Supplier ID,Cost,Quality,Delivery time,Reliability,Flexibility,Capacity,Innovation,Reputation,Financial stability,Environmental impact,Social responsibility,Safety record,Technical expertise,Customer service,Lead time,Responsiveness,Contract terms,Diversity,Sustainability,Scalability,Supplier’s default
1815,0.547,0.792,0.048,0.647,0.211,0.331,0.815,Excellent,0.08,0.623,0.201,0.319,0.845,0.408,0.69,0.581,0.686,0.737,0.838,0.8,2
1816,0.518,0.695,0.239,0.386,0.728,0.262,0.362,Bad,0.919,0.202,0.136,0.659,0.236,0.063,0.158,0.89,0.341,0.746,0.515,0.293,1
1817,0.324,0.67,0.879,0.603,0.666,0.152,0.552,Average,0.4,0.516,0.217,0.718,0.926,0.218,0.948,0.679,0.258,0.421,0.654,0.952,1
1818,0.33,0.363,0.453,0.134,0.879,0.325,0.787,Excellent,0.71,0.977,0.229,0.799,0.138,0.193,0.833,0.984,0.06,0.113,0.134,0.16,1
1819,0.091,0.881,0.073,0.378,0.924,0.951,0.008,Excellent,0.183,0.402,0.919,0.312,0.789,0.436,0.661,0.803,0.354,0.347,0.738,0.561,2
1820,0.269,0.985,0.96,0.586,0.922,0.763,0.968,Bad,0.177,0.657,0.629,0.148,0.036,0.519,0.976,0.424,0.996,0.639,0.169,0.194,1
1821,0.492,0.85,0.484,0.011,0.143,0.269,0.632,Bad,0.628,0.05,0.654,0.431,0.922,0.508,0.766,0.014,0.851,0.466,0.721,0.286,1
1822,0.825,0.596,0.098,0.911,0.987,0.555,0.133,Excellent,0.487,0.593,0.25,0.105,0.172,0.057,0.392,0.572,0.019,0.856,0.317,0.762,1
1823,0.097,0.291,0.919,0.184,0.926,0.361,0.267,Excellent,0.348,0.084,0.415,0.587,0.949,0.63,0.797,0.841,0.924,0.289,0.689,0.617,1
1824,0.093,0.497,0.337,0.172,0.088,0.978,0.201,Average,0.335,0.824,0.881,0.499,0.903,0.816,0.061,0.438,0.86,0.654,0.831,0.795,2
1825,0.901,0.484,0.836,0.605,0.353,0.615,0.629,Excellent,0.553,0.146,0.351,0.624,0.414,0.459,0.895,0.727,0.294,0.084,0.096,0.447,1
1826,0.637,0.742,0.398,0.874,0.377,0.054,0.252,Good,0.93,0.906,0.65,0.116,0.944,1,0.441,0.28,0.235,0.369,0.406,0.074,2
1827,0.406,0.701,0.481,0.391,0.609,0.784,0.534,Bad,0.661,0.621,0.817,0.528,0.217,0.968,0.565,0.7,0.233,0.923,0.539,0.711,1
1828,0.08,0.125,0.009,0.073,0.558,0.231,0.288,Bad,0.821,0.599,0.506,0.441,0.488,0.383,0.95,0.362,0.413,0.625,0.477,0.844,1
1829,0.643,0.123,0.939,0.872,0.949,0.788,0.742,Average,0.559,0.202,0.166,0.737,0.357,0.506,0.384,0.933,0.217,0.532,0.098,0.858,1
1830,0.252,0.523,0.6,0.239,0.067,0.292,0.045,Good,0.22,0.554,0.747,0.593,0.696,0.803,0.525,0.382,0.084,0.16,0.681,0.807,1
1831,0.933,0.071,0.597,0.605,0.495,0.46,0.251,Bad,0.56,0.653,0.92,0.747,0.423,0.271,0.53,0.059,0.858,0.681,0.605,0.169,1
1832,0.832,0.926,0.668,0.719,0.358,0.016,0.361,Excellent,0.814,0.27,0.295,0.41,0.312,0.24,0.041,0.652,0.018,0.687,0.256,0.334,1
1833,0.662,0.97,0.726,0.704,0.824,0.113,0.949,Bad,0.274,0.216,0.464,0.904,0.405,0.659,0.237,0.406,0.425,0.094,0.865,0.487,2
1834,0.814,0.664,0.311,0.478,0.606,0.369,0.182,Average,0.015,0.863,0.648,0.433,0.941,0.771,0.758,0.668,0.06,0.804,0.961,0.329,2
1835,0.587,0.342,0.001,0.164,0.334,0.923,0.373,Bad,0.338,0.843,0.557,0.95,0.595,0.107,0.178,0.065,0.119,0.11,0.827,0.832,1
1836,0.381,0.962,0.154,0.091,0.47,0.484,0.846,Good,0.151,0.76,0.304,0.515,0.787,0.415,0.363,0.492,0.684,0.73,0.618,0.034,1
1837,0.057,0.026,0.632,0.214,0.256,0.752,0.415,Bad,0.157,0.283,0.52,0.27,0.575,0.892,0.882,0.018,0.923,0.453,0.31,0.3,1
1838,0.636,0.377,0.898,0.716,0.885,0.784,0.796,Average,0.943,0.264,0.489,0.026,0.365,0.192,0.375,0.965,0.009,0.477,0.446,0.176,2
1839,0.575,0.511,0.463,0.36,0.546,0.754,0.091,Bad,0.393,0.076,0.758,0.502,0.698,0.006,0.542,0.447,0.581,0.829,0.13,0.585,1
1840,0.946,0.98,0.859,0.783,0.479,0.924,0.399,Excellent,0.332,0.435,0.713,0.667,0.024,0.278,0.368,0.262,0.779,0.847,0.34,0.916,2
1841,0.7,0.269,0.935,0.844,0.912,0.278,0.568,Bad,0.153,0.125,0.649,0.83,0.901,0.549,0.243,0.477,0.03,0.412,0.947,0.95,2
1842,0.254,0.78,0.216,0.599,0.122,0.196,0.148,Bad,0.932,0.457,0.986,0.444,0.726,0.34,0,0.149,0.905,0.565,0.595,0.866,1
1843,0.843,0.537,0.096,0.342,0.473,0.667,0.607,Good,0.755,0.681,0.091,0.842,0.55,0.26,0.86,0.665,0.225,0.571,0.673,0.008,1
1844,0.579,0.609,0.957,0.849,0.887,0.69,0.077,Good,0.762,0.849,0.418,0.625,0.807,0.101,0.026,0.922,0.138,0.097,0.625,0.161,2
1845,0.212,0.522,0.837,0.708,0.577,0.835,0.212,Good,0.336,0.462,0.101,0.148,0.001,0.743,0.309,0.616,0.15,0.139,0.977,0.219,2
1846,0.976,0.013,0.444,0.503,0.152,0.545,0.525,Good,0.226,0.774,0.297,0.713,0.158,0.34,0.159,0.809,0.525,0.81,0.198,0.818,1
1847,0.318,0.833,0.784,0.343,0.961,0.516,0.774,Bad,0.223,0.144,0.854,0.716,0.462,0.409,0.464,0.111,0.249,0.431,0.11,0.119,1
1848,0.193,0.936,0.165,0.191,0.882,0.537,0.054,Average,0.488,0.424,0.56,0.607,0.466,0.035,0.371,0.487,0.244,0.682,0.951,0.266,1
1849,0.26,0.008,0.172,0.946,0.992,0.958,0.785,Average,0.753,0.329,0.014,0.6,0.125,0.756,0.395,0.024,0.814,0.272,0.896,0.958,2
1850,0.824,0.647,0.282,0.559,0.048,0.577,0.053,Bad,0.767,0.882,0.511,0.301,0.769,0.529,0.981,0.895,0.745,0.56,0.318,0.052,1
1851,0.626,0.741,0.471,0.915,0.277,0.659,0.58,Average,0.718,0.953,0.622,0.97,0.704,0.406,0.284,0.863,0.685,0.733,0.114,0.765,2
1852,0.563,0.84,0.261,0.093,0.252,0.908,0.888,Average,0.671,0.311,0.329,0.964,0.851,0.082,0.226,0.014,0.965,0.389,0.447,0.01,1
1853,0.298,0.55,0.374,0.205,0.838,0.583,0.6,Bad,0.037,0.092,0.203,0.545,0.785,0.573,0.462,0.513,0.558,0.566,0.548,0.688,1
1854,0.745,0.069,0.816,0.319,0.687,0.244,0.538,Average,0.048,0.85,0.439,0.754,0.019,0.237,0.481,0.954,0.943,0.651,0.022,0.613,1
1855,0.983,0.741,0.193,0.198,0.181,0.203,0.195,Bad,0.869,0.528,0.461,0.272,0.962,0.661,0.99,0.818,0.317,0.43,0.481,0.002,1
1856,0.993,0.542,0.936,0.834,0.666,0.548,0.105,Good,0.865,0.259,0.073,0.521,0.496,0.352,0.337,0.082,0.387,0.985,0.027,0.613,1
1857,0.728,0.756,0.237,0.784,0.845,0.18,0.335,Good,0.855,0.838,0.385,0.718,0.825,0.88,0.505,0.514,0.58,0.089,0.009,0.067,2
1858,0.364,0.191,0.463,0.426,0.586,0.986,0.242,Good,0.639,0.762,0.475,0.846,0.296,0.74,0.94,0.087,0.052,0.538,0.722,0.43,2
1859,0.594,0.682,0.994,0.364,0.489,0.387,0.004,Good,0.159,0.573,0.803,0.887,0.504,0.638,0.035,0.246,0.623,0.52,0.132,0.167,1
1860,0.587,0.562,0.36,0.23,0.022,0.715,0.242,Good,0.7,0.088,0.516,0.17,0.796,0.432,0.375,0.352,0.837,0.002,0.607,0.164,1
1861,0.643,0.349,0.814,0.153,0.118,0.719,0.796,Bad,0.467,0.993,0.087,0.224,0.387,0.503,0.975,0.617,0.599,0.652,0.494,0.767,1
1862,0.062,0.953,0.088,0.698,0.35,0.27,0.638,Average,0.46,0.377,0.123,0.607,0.574,0.227,0.559,0.413,0.593,0.065,0.717,0.214,1
1863,0.086,0.895,0.906,0.195,0.211,0.484,0.619,Average,0.068,0.692,0.285,0.408,0.794,0.584,0.194,0.923,0.087,0.485,0.899,0.898,1
1864,0.755,0.879,0.509,0.531,0.324,0.966,0.534,Good,0.339,0.358,0.749,0.61,0.872,0.869,0.423,0.769,0.292,0.725,0.07,0.237,1
1865,0.538,0.052,0.557,0.881,0.594,0.951,0.598,Good,0.214,0.783,0.959,0.688,0.376,0.259,0.303,0.267,0.123,0.953,0.958,0.285,2
1866,0.106,0.646,0.995,0.74,0.48,0.566,0.7,Bad,0.735,0.312,0.663,0.732,0.196,0.395,0.294,0.437,0.776,0.793,0.98,0.446,1
1867,0.843,0.549,0.342,0.646,0.014,0.193,0.88,Excellent,0.619,0.222,0.621,0.84,0.102,0.687,0.047,0.772,0.94,0.125,0.431,0.936,2
1868,0.222,0.395,0.038,0.112,0.421,0.057,0.8,Bad,0.214,0.687,0.783,0.791,0.234,0.324,0.149,0.712,0.624,0.694,0.108,0.278,1
1869,0.934,0.925,0.533,0.142,0.925,0.206,0.754,Excellent,0.568,0.665,0.239,0.439,0.418,0.069,0.359,0.811,0.165,0.952,0.057,0.172,1
1870,0.276,0.83,0.416,0.677,0.937,0.057,0.627,Average,0.174,0.816,0.673,0.843,0.52,0.83,0.859,0.152,0.256,0.982,0.953,0.643,2
1871,0.497,0.775,0.202,0.516,0.771,0.743,0.186,Average,0.005,0.127,0.607,0.199,0.401,0.417,0.985,0.312,0.055,0.78,0.613,0.204,1
1872,0.838,0.051,0.132,0.26,0.441,0.969,0.958,Bad,0.763,0.029,0.714,0.527,0.943,0.452,0.563,0.812,0.924,0.409,0.47,0.085,1
1873,0.232,0.918,0.032,0.82,0.745,0.931,0.427,Good,0.821,0.148,0.547,0.543,0.479,0.713,0.363,0.343,0.043,0.657,0.521,0.962,1
1874,0.921,0.822,0.801,0.766,0.287,0.719,0.123,Bad,0.038,0.744,0.929,0.13,0.536,0.293,0.888,0.474,0.674,0.323,0.167,0.053,1
1875,0.634,0.57,0.585,0.793,0.492,0.676,0.17,Excellent,0.821,0.823,0.258,0.168,0.902,0.308,0.144,0.522,0.193,0.614,0.13,0.408,1
1876,0.028,0.436,0.999,0.369,0.113,0.458,0.946,Average,0.147,0.712,0.994,0.444,0.668,0.041,0.817,0.371,0.582,0.288,0.164,0.416,1
1877,0.007,0.509,0.689,0.423,0.583,0.374,0.713,Good,0.626,0.966,0.787,0.02,0.998,0.202,0.969,0.059,0.456,0.717,0.257,0.046,1
1878,0.118,0.528,0.014,0.289,0.266,0.234,0.108,Good,0.495,0.974,0.902,0.046,0.142,0.576,0.44,0.344,0.089,0.89,0.148,0.838,1
1879,0.238,0.431,0.149,0.902,0.516,0.897,0.236,Good,0.251,0.668,0.394,0.552,0.559,0.568,0.022,0.092,0.114,0.928,0.069,0.847,1
1880,0.467,0.164,0.869,0.619,0.555,0.762,0.959,Good,0.521,0.562,0.865,0.056,0.423,0.111,0.098,0.808,0.103,0.964,0.083,0.241,1
1881,0.726,0.492,0.067,0.109,0.245,0.709,0.895,Average,0.982,0.454,0.745,0.654,0.199,0.557,0.04,0.428,0.47,0.553,0.424,0.931,1
1882,0.834,0.789,0.324,0.267,0.466,0.31,0.9,Excellent,0.091,0.568,0.406,0.642,0.316,0.384,0.351,0.785,0.639,0.656,0.932,0.694,2
1883,0.066,0.909,0.832,0.996,0.512,0.5,0.717,Average,0.101,0.681,0.654,0.459,0.709,0.723,0.037,0.159,0.317,0.966,0.53,0.331,2
1884,0.05,0.014,0.646,0.339,0.98,0.34,0.097,Excellent,0.185,0.074,0.374,0.317,0.148,0.761,0.885,0.131,0.976,0.661,0.231,0.243,1
1885,0.789,0.968,0.337,0.731,0.332,0.254,0.174,Average,0.099,0.986,0.182,0.469,0.629,0.84,0.53,0.953,0.599,0.824,0.093,0.929,1
1886,0.997,0.913,0.056,0.653,0.414,0.751,0.644,Good,0.9,0.106,0.067,0.4,0.714,0.316,0.4,0.211,0.387,0.286,0.994,0.455,1
1887,0.995,0.709,0.222,0.759,0.095,0.92,0.255,Excellent,0.697,0.556,0.568,0.931,0.13,0.318,0.459,0.445,0.171,0.46,0.4,0.93,2
1888,0.635,0.707,0.847,0.406,0.816,0.105,0.721,Average,0.119,0.737,0.941,0.944,0.965,0.067,0.195,0.122,0.691,0.374,0.722,0.129,2
1889,0.746,0.579,0.99,0.952,0.165,0.456,0.451,Bad,0.177,0.995,0.202,0.721,0.51,0.762,0.271,0.337,0.485,0.497,0.537,0.497,1
1890,0.79,0.8,0.621,0.022,0.608,0.271,0.187,Good,0.644,0.21,0.089,0.338,0.241,0.251,0.644,0.115,0.499,0.94,0.306,0.946,1
1891,0.535,0.819,0.932,0.063,0.163,0.783,0.04,Average,0.174,0.858,0.52,0.872,0.442,0.894,0.342,0.567,0.364,0.269,0.165,0.294,1
1892,0.685,0.709,0.604,0.111,0.888,0.89,0.934,Excellent,0.07,0.363,0.257,0.944,0.623,0.964,0.515,0.54,0.22,0.697,0.744,0.241,2
1893,0.258,0.08,0.196,0.013,0.471,0.441,0.867,Average,0.742,0.975,0.153,0.726,0.488,0.755,0.62,0.945,0.899,0.756,0.923,0.316,2
1894,0.242,0.985,0.226,0.146,0.303,0.714,0.62,Good,0.193,0.302,0.544,0.292,0.778,0.664,0.551,0.373,0.401,0.138,0.301,0.545,1
1895,0.193,0.149,0.018,0.917,0.584,0.932,0.697,Good,0.183,0.498,0.271,0.597,0.718,0.043,0.107,0.535,0.848,0.612,0.387,0.8,1
1896,0.351,0.601,0.155,0.328,0.569,0.134,0.529,Bad,0.995,0.209,0.401,0.036,0.61,0.226,0.679,0.592,0.742,0.049,0.519,0.581,1
1897,0.521,0.77,0.902,0.497,0.053,0.882,0.94,Average,0.479,0.819,0.879,0.234,0.424,0.911,0.572,0.903,0.337,0.6,0.45,0.484,2
1898,0.22,0.322,0.811,0.102,0.468,0.279,0.748,Excellent,0.631,0.096,0.736,0.16,0.091,0.417,0.585,0.935,0.741,0.037,0.964,0.328,1
1899,0.607,0.477,0.627,0.329,0.917,0.382,0.723,Good,0.493,0.921,0.985,0.143,0.932,0.456,0.774,0.876,0.804,0.829,0.869,0.65,2
1900,0.496,0.775,0.585,0.613,0.28,0.065,0.238,Excellent,0.775,0.866,0.425,0.234,0.169,0.003,0.776,0.762,0.996,0.028,0.559,0.698,1
1901,0.117,0.902,0.682,0.593,0.136,0.092,0.603,Bad,0.733,0.926,0.595,0.169,0.299,0.761,0.51,0.16,0.53,0.986,0.937,0.915,1
1902,0.304,0.306,0.738,0.975,0.958,0.012,0.004,Bad,0.245,0.347,0.149,0.342,0.467,0.805,0.264,0.814,0.877,0.128,0.614,0.99,1
1903,0.019,0.238,0.87,0.564,0.185,0.131,0.827,Good,0.055,0.158,0.465,0.244,0.947,0.087,0.472,0.649,0.239,0.852,0.192,0.869,1
1904,0.452,0.645,0.907,0.325,0.895,0.932,0.521,Bad,0.087,0.432,0.091,0.063,0.288,0.229,0.294,0.356,0.306,0.629,0.136,0.632,1
1905,0.659,0.928,0.712,0.719,0.703,0.785,0.558,Excellent,0.329,0.06,0.255,0.084,0.262,0.548,0.97,0.709,0.975,0.641,0.726,0.855,2
1906,0.75,0.957,0.416,0.993,0.276,0.935,0.944,Good,0.434,0.131,0.864,0.947,0.634,0.952,0.557,0.596,0.709,0.954,0.56,0.559,2
1907,0.062,0.544,0.863,0.987,0.209,0.146,0.352,Bad,0.349,0.131,0.837,0.457,0.714,0.484,0.735,0.53,0.658,0.116,0.587,0.821,1
1908,0.02,0.902,0.166,0.286,0.456,0.492,0.508,Average,0.364,0.24,0.124,0.519,0.174,0.048,0.405,0.382,0.239,0.22,0.328,0.256,1
1909,0.622,0.836,0.189,0.633,0.433,0.516,0.706,Good,0.142,0.182,0.091,0.207,0.436,0.771,0.884,0.843,0.814,0.22,0.284,0.48,1
1910,0.288,0.326,0.417,0.688,0.422,0.139,0.695,Bad,0.665,0.592,0.982,0.243,0.574,0.74,0.162,0.3,0.822,0.035,0.204,0.175,1
1911,0.199,0.23,0.384,0.084,0.171,0.15,0.623,Excellent,0.258,0.528,0.156,0.864,0.536,0.27,0.261,0.494,0.104,0.31,0.188,0.81,1
1912,0.582,0.536,0.987,0.981,0.28,0.748,0.767,Good,0.211,0.54,0.842,0.973,0.005,0.069,0.292,0.046,0.306,0.107,0.887,0.011,2
1913,0.838,0.921,0.509,0.64,0.411,0.502,0.89,Bad,0.179,0.946,0.219,0.807,0.638,0.24,0.446,0.207,0.703,0.996,0.7,0.042,1
1914,0.233,0.298,0.174,0.974,0.111,0.49,0.968,Excellent,0.499,0.949,0.753,0.34,0.438,0.526,0.075,0.489,0.823,0.71,0.53,0.945,2
1915,0.838,0.567,0.978,0.871,0.592,0.923,0.259,Excellent,0.695,0.545,0.896,0.565,0.48,0.162,0.243,0.493,0.723,0.579,0.317,0.537,2
1916,0.789,0.104,0.641,0.515,0.141,0.142,0.931,Good,0.788,0.369,0.21,0.815,0.205,0.338,0.328,0.702,0.003,0.611,0.661,0.905,1
1917,0.204,0.498,0.314,0.467,0.615,0.803,0.868,Bad,0.35,0.532,0.946,0.823,0.157,0.08,0.136,0.114,0.581,0.623,0.769,0.036,1
1918,0.975,0.806,0.686,0.689,0.406,0.868,0.291,Good,0.843,0.183,0.992,0.138,0.598,0.847,0.619,0.33,0.499,0.673,0.72,0.348,2
1919,0.946,0.372,0.008,0.715,0.317,0.99,0.601,Bad,0.428,0.882,0.585,0.347,0.644,0.024,0.451,0.269,0.549,0.856,0.019,0.403,1
1920,0.425,0.173,0.735,0.946,0.069,0.949,0.822,Bad,0.376,0.44,0.363,0.212,0.825,0.018,0.309,0.47,0.371,0.957,0.776,0.121,1
1921,0.32,0.427,0.092,0.738,0.212,0.498,0.023,Bad,0.889,0.855,0.151,0.771,0.585,0.297,0.878,0.474,0.071,0.62,0.025,0.579,1
1922,0.105,0.254,0.54,0.246,0.234,0.275,0.051,Excellent,0.607,0.687,0.079,0.666,0.779,0.511,0.675,0.508,0.14,0.008,0.847,0.26,1
1923,0.768,0.411,0.41,0.888,0.734,0.298,0.547,Average,0.407,0.171,0.478,0.762,0.162,0.464,0.246,0.609,0.008,0.688,0.903,0.8,2
1924,0.454,0.603,0.503,0.924,0.372,0.623,0.757,Bad,0.596,0.288,0.157,0.744,0.698,0.261,0.357,0.002,0.465,0.886,0.907,0.69,1
1925,0.767,0.309,0.537,0.933,0.337,0.055,0.955,Bad,0.427,0.737,0.995,0.213,0.782,0.132,0.08,0.566,0.912,0.649,0.514,0.475,1
1926,0.052,0.134,0.442,0.591,0.835,0.318,0.369,Excellent,0.037,0.102,0.997,0.727,0.356,0.426,0.967,0.857,0.832,0.889,0.464,0.947,1
1927,0.394,0.359,0.098,0.459,0.333,0.43,0.923,Bad,0.606,0.713,0.762,0.482,0.899,0.351,0.036,0.724,0.83,0.089,0.047,0.21,1
1928,0.688,0.817,0.14,0.993,0.518,0.176,0.319,Average,0.903,0.378,0.248,0.086,0.129,0.012,0.567,0.782,0.64,0.27,0.664,0.24,1
1929,0.506,0.654,0.811,0.852,0.597,0.48,0.789,Bad,0.272,0.108,0.351,0.267,0.529,0.058,0.718,0.437,0.798,0.057,0.206,0.768,1
1930,0.31,0.14,0.389,0.246,0.358,0.288,0.521,Average,0.1,0.514,0.859,0.888,0.438,0.2,0.741,0.459,0.147,0.765,0.608,0.464,1
1931,0.145,0.361,0.929,0.025,0.033,0.551,0.926,Excellent,0.08,0.124,0.496,0.767,0.117,0.301,0.16,0.295,0.674,0.769,0.393,0.659,1
1932,0.529,0.484,0.453,0.82,0.673,0.257,0.099,Excellent,0.151,0.802,0.41,0.261,0.583,0.444,0.841,0.401,0.41,0.514,0.097,0.332,1
1933,0.212,0.822,0.354,0.305,0.069,0.234,0.827,Good,0.09,0.459,0.918,0.153,0.029,0.291,0.434,0.912,0.857,0.533,0.568,0.636,1
1934,0.314,0.243,0.39,0.745,0.224,0.815,0.39,Average,0.097,0.98,0.184,0.818,0.158,0.476,0.298,0.444,0.28,0.857,0.804,0.608,1
1935,0.812,0.647,0.451,0.599,0.416,0.577,0.222,Bad,0.823,0.23,0.929,0.766,0.851,0.567,0.951,0.768,0.431,0.05,0.599,0.457,1
1936,0.684,0.94,0.652,0.124,0.659,0.004,0.386,Excellent,0.303,0.001,0.409,0.255,0.298,0.643,0.172,0.225,0.345,0.427,0.756,0.825,1
1937,0.474,0.481,0.444,0.639,0.884,0.784,0.57,Excellent,0.747,0.297,0.29,0.55,0.54,0.419,0.534,0.201,0.742,0.445,0.744,0.497,2
1938,0.869,0.29,0.497,0.037,0.951,0.005,0.853,Bad,0.475,0.604,0.27,0.691,0.329,0.249,0.311,0.505,0.488,0.602,0.127,0.274,1
1939,0.431,0.215,0.497,0.675,0.805,0.106,0.446,Good,0.255,0.775,0.853,0.131,0.476,0.129,0.488,0.864,0.191,0.918,0.793,0.638,1
1940,0.939,0.187,0.457,0.35,0.088,0.276,0.779,Good,0.4,0.622,0.165,0.154,0.279,0.777,0.075,0.873,0.646,0.253,0.745,0.218,1
1941,0.298,0.994,0.008,0.287,0.093,0.895,0.645,Average,0.807,0.57,0.834,0.566,0.523,0.513,0.6,0.732,0.797,0.776,0.155,0.54,1
1942,0.266,0.808,0.503,0.393,0.015,0.891,0.186,Bad,0.824,0.381,0.433,0.142,0.918,0.986,0.99,0.121,0.793,0.549,0.164,0.407,1
1943,0.79,0.217,0.948,0.535,0.151,0.474,0.768,Good,0.456,0.439,0.203,0.257,0.348,0.17,0.365,0.368,0.879,0.334,0.72,0.229,1
1944,0.795,0.362,0.228,0.744,0.203,0.836,0.47,Excellent,0.986,0.532,0.546,0.28,0.001,0.856,0.966,0.149,0.498,0.119,0.427,0.653,2
1945,0.313,0.491,0.445,0.688,0.742,0.651,0.643,Average,0.457,0.558,0.931,0.592,0.101,0.303,0.057,0.704,0.701,0.896,0.692,0.818,2
1946,0.765,0.966,0.723,0.345,0.776,0.371,0.727,Bad,0.948,0.898,0.43,0.232,0.712,0.623,0.741,0.466,0.701,0.316,0.592,0.767,1
1947,0.592,0.028,0.056,0.987,0.092,0.586,0.135,Bad,0.694,0.615,0.08,0.741,0.356,0.126,0.755,0.081,0.214,0.553,0.083,0.56,1
1948,0.035,0.94,0.594,0.2,0.762,0.495,0.462,Excellent,0.921,0.316,0.508,0.644,0.372,0.354,0.56,0.344,0.813,0.976,0.496,0.632,1
1949,0.456,0.083,0.689,0.241,0.844,0.145,0.471,Bad,0.765,0.441,0.665,0.222,0.046,0.218,0.694,0.706,0.038,0.373,0.364,0.547,1
1950,0.036,0.107,0.08,0.278,0.738,0.562,0.384,Bad,0.575,0.673,0.473,0.714,0.544,0.585,0.499,0.447,0.994,0.27,0.822,0.676,1
1951,0.387,0.461,0.429,0.235,0.88,0.219,0.546,Bad,0.224,0.718,0.522,0.15,0.975,0.755,0.304,0.924,0.853,0.718,0.972,0.348,1
1952,0.155,0.25,0.534,0.818,0.695,0.962,0.948,Excellent,0.591,0.412,0.243,0.644,0.873,0.908,0.427,0.603,0.774,0.308,0.509,0.458,2
1953,0.631,0.933,0.847,0.972,0.595,0.303,0.904,Good,0.97,0.174,0.81,0.702,0.317,0.484,0.277,0.416,0.636,0.351,0.269,0.043,2
1954,0.018,0.633,0.801,0.909,0.947,0.167,0.76,Bad,0.235,0.291,0.071,0.052,0.291,0.111,0.417,0.534,0.848,0.394,0.921,0.959,1
1955,0.905,0.926,0.609,0.897,0.931,0.244,0.87,Excellent,0.316,0.8,0.233,0.335,0.754,0.376,0.218,0.571,0.091,0.375,0.752,0.72,2
1956,0.019,0.942,0.1,0.478,0.631,0.765,0.871,Good,0.943,0.671,0.086,0.141,0.698,0.672,0.183,0.21,0.088,0.94,0.55,0.857,1
1957,0.027,0.829,0.631,0.821,0.584,0.38,0.914,Bad,0.962,0.193,0.896,0.047,0.509,0.41,0.063,0.502,0.782,0.938,0.573,0.305,1
1958,0.622,0.455,0.208,0.808,0.655,0.856,0.33,Good,0.964,0.973,0.007,0.079,0.836,0.342,0.938,0.766,0.184,0.592,0.916,0.074,2
1959,0.627,0.514,0.302,0.146,0.128,0.5,0.311,Bad,0.576,0.477,0.918,0.764,0.608,0.466,0.394,0.799,0.14,0.113,0.296,0.681,1
1960,0.662,0.917,0.539,0.909,0.678,0.819,0.519,Average,0.198,0.021,0.042,0.94,0.935,0.447,0.502,0.538,0.567,0.705,0.76,0.137,2
1961,0.571,0.841,0.21,0.107,0.842,0.033,0.277,Average,0.237,0.824,0.123,0.295,0.248,0.083,0.504,0.519,0.307,0.864,0.073,0.697,1
1962,0.666,0.411,0.568,0.888,0.788,0.407,0.71,Good,0.314,0.497,0.194,0.731,0.892,0.856,0.606,0.347,0.049,0.53,0.08,0.811,1
1963,0.381,0.659,0.908,0.328,0.242,0.116,0.396,Bad,0.992,0.708,0.681,0.705,0.99,0.172,0.025,0.944,0.979,0.526,0.462,0.114,1
1964,0.719,0.411,0.199,0.283,0.454,0.13,0.351,Excellent,0.846,0.916,0.426,0.573,0.402,0.219,0.292,0.89,0.376,0.982,0.643,0.451,1
1965,0.997,0.978,0.152,0.196,0.876,0.651,0.829,Bad,0.963,0.479,0.445,0.946,0.938,0.575,0.277,0.386,0.711,0.033,0.629,0.228,1
1966,0.85,0.639,0.074,0.136,0.587,0.457,0.795,Average,0.607,0.673,0.601,0.528,0.462,0.074,0.493,0.441,0.489,0.766,0.279,0.048,1
1967,0.156,0.878,0.262,0.727,0.058,0.294,0.386,Excellent,0.979,0.567,0.099,0.551,0.316,0.246,0.51,0.089,0.566,0.751,0.861,0.768,2
1968,0.136,0.99,0.097,0.353,0.357,0.424,0.121,Average,0.275,0.524,0.234,0.92,0.128,0.782,0.444,0.503,0.448,0.679,0.125,0.408,1
1969,0.621,0.439,0.469,0.403,0.771,0.419,0.188,Bad,0.626,0.649,0.126,0.037,0.154,0.875,0.088,0.283,0.737,0,0.991,0.35,1
1970,0.078,0.276,0.073,0.431,0.472,0.616,0.239,Bad,0.692,0.755,0.1,0.726,0.233,0.302,0.037,0.799,0.545,0.561,0.111,0.264,1
1971,0.67,0.753,0.494,0.97,0.324,0.053,0.335,Bad,0.44,0.082,0.05,0.766,0.399,0.284,0.692,0.846,0.151,0.33,0.489,0.424,1
1972,0.118,0.453,0.217,0.424,0.979,0.014,0.704,Good,0.116,0.931,0.117,0.323,0.681,0.449,0.954,0.056,0.089,0.525,0.759,0.915,1
1973,0.988,0.963,0.924,0.998,0.206,0.729,0.116,Average,0.096,0.31,0.753,0.669,0.67,0.925,0.286,0.05,0.45,0.92,0.752,0.06,2
1974,0.686,0.769,0.908,0.053,0.11,0.31,0.671,Good,0.981,0.95,0.967,0.055,0.836,0.853,0.175,0.964,0.085,0.568,0.214,0.34,2
1975,0.871,0.139,0.2,0.451,0.609,0.316,0.792,Good,0.526,0.846,0.965,0.616,0.819,0.49,0.963,0.057,0.871,0.144,0.677,0.482,1
1976,0.064,0.697,0.204,0.629,0.466,0.62,0.411,Average,0.121,0.042,0.221,0.721,0.599,0.553,0.332,0.318,0.857,0.393,0.064,0.329,1
1977,0.587,0.055,0.593,0.559,0.032,0.703,0.842,Good,0.63,0.546,0.754,0.972,0.455,0.768,0.459,0.621,0.751,0.712,0.227,0.727,2
